user_id,SLIM,EASE_R,TopPop,UserKNNcosine,UserKNNpearson,UserKNNjaccard,UserKNNtversky,ItemKNNcosine,ItemKNNpearson,ItemKNNjaccard,ItemKNNtversky
91,0.46666667,0.46666667,0.2,0.46666667,0.0,0.46666667,0.53333336,0.46666667,0.33333334,0.6,0.46666667
92,0.1262136,0.0776699,0.03883495,0.058252428,0.009708738,0.058252428,0.067961164,0.067961164,0.0776699,0.0776699,0.067961164
93,0.125,0.083333336,0.0,0.0625,0.0,0.041666668,0.0625,0.041666668,0.041666668,0.083333336,0.104166664
94,0.12631579,0.1368421,0.06315789,0.10526316,0.0,0.11578947,0.14736842,0.12631579,0.06315789,0.10526316,0.08421053
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692308,0.0,0.0
96,0.18181819,0.18181819,0.09090909,0.18181819,0.0,0.18181819,0.18181819,0.09090909,0.09090909,0.09090909,0.18181819
97,0.19354838,0.19354838,0.06451613,0.16129032,0.06451613,0.12903225,0.12903225,0.09677419,0.19354838,0.12903225,0.29032257
98,0.13513513,0.13513513,0.054054055,0.10810811,0.13513513,0.10810811,0.13513513,0.08108108,0.13513513,0.10810811,0.08108108
99,0.22222222,0.16666667,0.16666667,0.22222222,0.22222222,0.16666667,0.2777778,0.22222222,0.22222222,0.22222222,0.11111111
100,0.2962963,0.18518518,0.037037037,0.11111111,0.074074075,0.074074075,0.037037037,0.14814815,0.074074075,0.11111111,0.25925925
101,0.2962963,0.2962963,0.11111111,0.18518518,0.14814815,0.18518518,0.18518518,0.18518518,0.22222222,0.14814815,0.25925925
102,0.3043478,0.2173913,0.04347826,0.08695652,0.0,0.04347826,0.04347826,0.13043478,0.17391305,0.04347826,0.2173913
103,0.4,0.4,0.26666668,0.2,0.0,0.26666668,0.26666668,0.26666668,0.2,0.13333334,0.2
104,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.3
105,0.25,0.25,0.125,0.125,0.0,0.125,0.25,0.125,0.125,0.25,0.25
106,0.14285715,0.14285715,0.2857143,0.14285715,0.0,0.2857143,0.2857143,0.2857143,0.2857143,0.14285715,0.14285715
107,0.3846154,0.30769232,0.07692308,0.07692308,0.0,0.07692308,0.15384616,0.07692308,0.30769232,0.15384616,0.30769232
108,0.10344828,0.0862069,0.00862069,0.02586207,0.01724138,0.05172414,0.03448276,0.077586204,0.077586204,0.06896552,0.112068966
109,0.2,0.2,0.2,0.4,0.4,0.4,0.6,0.2,0.4,0.2,0.0
110,0.049382716,0.049382716,0.012345679,0.061728396,0.018518519,0.06790123,0.049382716,0.037037037,0.055555556,0.024691358,0.061728396
111,0.06666667,0.06666667,0.0,0.0,0.0,0.06666667,0.0,0.0,0.0,0.06666667,0.06666667
112,0.2413793,0.1724138,0.03448276,0.13793103,0.06896552,0.13793103,0.13793103,0.10344828,0.13793103,0.20689656,0.20689656
113,0.2631579,0.21052632,0.21052632,0.31578946,0.31578946,0.31578946,0.31578946,0.31578946,0.31578946,0.2631579,0.36842105
114,0.18181819,0.13636364,0.09090909,0.13636364,0.13636364,0.11363637,0.11363637,0.1590909,0.11363637,0.045454547,0.13636364
115,0.26666668,0.23333333,0.06666667,0.2,0.2,0.2,0.16666667,0.2,0.23333333,0.06666667,0.13333334
116,0.2857143,0.42857143,0.0,0.0,0.0,0.0,0.0,0.14285715,0.14285715,0.14285715,0.2857143
117,0.6666667,0.5,0.16666667,0.16666667,0.0,0.16666667,0.16666667,0.16666667,0.16666667,0.0,0.5
118,0.09803922,0.09803922,0.13725491,0.09803922,0.09803922,0.05882353,0.09803922,0.09803922,0.13725491,0.039215688,0.09803922
119,0.083333336,0.125,0.041666668,0.041666668,0.083333336,0.041666668,0.041666668,0.083333336,0.041666668,0.125,0.083333336
120,0.6666667,0.6666667,0.0,0.33333334,0.0,0.33333334,0.33333334,0.33333334,0.5,0.6666667,0.5
121,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.25,0.0,0.25
122,0.1875,0.25,0.0625,0.125,0.0,0.0625,0.125,0.0625,0.0,0.125,0.125
123,0.4,0.4,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.0,0.3
124,0.06521739,0.07608695,0.054347824,0.08695652,0.054347824,0.06521739,0.06521739,0.054347824,0.054347824,0.032608695,0.07608695
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.33333334,0.25,0.25,0.33333334,0.083333336,0.25,0.25,0.25,0.083333336,0.16666667,0.33333334
127,0.225,0.2,0.125,0.2,0.2,0.2,0.175,0.2,0.225,0.15,0.275
128,0.8333333,0.8333333,0.16666667,0.5,0.6666667,0.5,0.5,0.5,0.5,0.5,0.8333333
129,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334
130,0.125,0.15,0.125,0.125,0.125,0.15,0.125,0.2,0.1,0.1,0.15
131,0.25,0.16666667,0.083333336,0.0,0.0,0.0,0.0,0.0,0.16666667,0.16666667,0.16666667
132,0.16666667,0.125,0.16666667,0.125,0.0,0.16666667,0.125,0.20833333,0.20833333,0.125,0.125
133,0.8333333,0.8333333,0.0,0.33333334,0.0,0.33333334,0.16666667,0.33333334,0.5,0.33333334,0.8333333
134,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3
135,0.2,0.2,0.033333335,0.06666667,0.033333335,0.1,0.06666667,0.13333334,0.033333335,0.1,0.1
136,0.5,0.5,0.16666667,0.5,0.6666667,0.5,0.5,0.5,0.33333334,0.33333334,0.6666667
137,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,0.14285715,0.0,0.0,0.14285715,0.0,0.14285715,0.0,0.0,0.0,0.14285715,0.14285715
139,0.16363636,0.10909091,0.09090909,0.09090909,0.10909091,0.10909091,0.10909091,0.10909091,0.16363636,0.054545455,0.07272727
140,0.25,0.25,0.0,0.25,0.0,0.25,0.125,0.0,0.25,0.25,0.375
141,0.06349207,0.0952381,0.04761905,0.0952381,0.0,0.0952381,0.07936508,0.11111111,0.07936508,0.06349207,0.0952381
142,0.6666667,0.6666667,0.0,0.6666667,0.6666667,0.6666667,0.6666667,0.5,0.5,0.5,0.6666667
143,0.44444445,0.44444445,0.11111111,0.22222222,0.0,0.33333334,0.33333334,0.22222222,0.22222222,0.22222222,0.22222222
144,0.22222222,0.16666667,0.11111111,0.16666667,0.027777778,0.1388889,0.16666667,0.11111111,0.1388889,0.1388889,0.1388889
145,0.25,0.25,0.0,0.125,0.0,0.125,0.25,0.25,0.25,0.25,0.25
146,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2
147,0.375,0.375,0.125,0.5625,0.3125,0.5625,0.5625,0.25,0.375,0.5625,0.125
148,0.11111111,0.22222222,0.0,0.11111111,0.0,0.11111111,0.11111111,0.11111111,0.22222222,0.11111111,0.11111111
149,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
150,0.30769232,0.30769232,0.15384616,0.23076923,0.15384616,0.23076923,0.23076923,0.30769232,0.15384616,0.30769232,0.30769232
151,0.2857143,0.2857143,0.14285715,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
152,0.3030303,0.3030303,0.030303031,0.15151516,0.0,0.15151516,0.15151516,0.24242425,0.21212122,0.27272728,0.33333334
153,0.5714286,0.71428573,0.14285715,0.42857143,0.0,0.5714286,0.5714286,0.2857143,0.42857143,0.2857143,0.42857143
154,0.4,0.4,0.6,0.4,0.6,0.6,0.6,0.4,0.4,0.0,0.2
155,0.3846154,0.30769232,0.15384616,0.23076923,0.15384616,0.23076923,0.30769232,0.30769232,0.23076923,0.30769232,0.30769232
156,0.2,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.2,0.1,0.2
157,0.2,0.25,0.1,0.15,0.0,0.15,0.2,0.15,0.2,0.1,0.2
158,0.05263158,0.0,0.05263158,0.0,0.05263158,0.0,0.0,0.0,0.10526316,0.0,0.10526316
159,0.22580644,0.09677419,0.06451613,0.06451613,0.032258064,0.0,0.0,0.032258064,0.12903225,0.16129032,0.16129032
160,0.18181819,0.18181819,0.18181819,0.09090909,0.09090909,0.09090909,0.09090909,0.18181819,0.18181819,0.09090909,0.18181819
161,0.6,0.5,0.3,0.7,0.0,0.7,0.7,0.4,0.5,0.2,0.6
162,0.4,0.3,0.2,0.3,0.0,0.3,0.3,0.4,0.2,0.1,0.2
163,0.13333334,0.13333334,0.044444446,0.08888889,0.0,0.08888889,0.13333334,0.06666667,0.08888889,0.06666667,0.17777778
164,0.5882353,0.4117647,0.11764706,0.1764706,0.11764706,0.1764706,0.1764706,0.1764706,0.23529412,0.11764706,0.3529412
165,0.13513513,0.13513513,0.054054055,0.027027028,0.0,0.0,0.0,0.027027028,0.13513513,0.027027028,0.16216215
166,0.16666667,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.16666667,0.16666667,0.16666667
167,0.6,0.4,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2
168,0.4,0.4,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.4
169,0.6666667,0.6666667,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.6666667,0.0,0.33333334
170,0.2857143,0.2857143,0.14285715,0.14285715,0.0,0.14285715,0.14285715,0.14285715,0.2857143,0.0,0.2857143
171,0.75,0.75,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.75
172,0.23809524,0.23809524,0.0952381,0.0,0.0952381,0.0952381,0.14285715,0.1904762,0.14285715,0.14285715,0.1904762
173,0.44444445,0.44444445,0.22222222,0.33333334,0.0,0.33333334,0.22222222,0.22222222,0.11111111,0.0,0.33333334
174,0.27272728,0.27272728,0.0,0.09090909,0.0,0.09090909,0.09090909,0.09090909,0.09090909,0.27272728,0.27272728
175,0.2857143,0.2857143,0.14285715,0.35714287,0.2857143,0.35714287,0.5,0.35714287,0.35714287,0.35714287,0.21428572
176,0.26923078,0.23076923,0.07692308,0.15384616,0.0,0.15384616,0.15384616,0.15384616,0.1923077,0.03846154,0.1923077
177,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0625,0.0625,0.0625,0.25
178,0.12328767,0.09589041,0.05479452,0.10958904,0.09589041,0.10958904,0.12328767,0.10958904,0.12328767,0.12328767,0.10958904
179,0.21428572,0.1904762,0.14285715,0.16666667,0.11904762,0.14285715,0.14285715,0.11904762,0.16666667,0.14285715,0.16666667
180,0.18181819,0.18181819,0.09090909,0.09090909,0.09090909,0.09090909,0.09090909,0.09090909,0.121212125,0.121212125,0.09090909
181,0.42307693,0.42307693,0.07692308,0.3846154,0.15384616,0.34615386,0.34615386,0.30769232,0.30769232,0.26923078,0.3846154
182,0.18181819,0.09090909,0.0,0.18181819,0.0,0.18181819,0.18181819,0.09090909,0.18181819,0.18181819,0.18181819
183,0.26666668,0.26666668,0.06666667,0.2,0.0,0.26666668,0.13333334,0.13333334,0.13333334,0.06666667,0.26666668
184,0.33333334,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334
185,0.16666667,0.16666667,0.027777778,0.083333336,0.055555556,0.083333336,0.055555556,0.11111111,0.19444445,0.055555556,0.16666667
186,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25
187,0.2631579,0.21052632,0.10526316,0.21052632,0.21052632,0.21052632,0.21052632,0.15789473,0.15789473,0.21052632,0.15789473
188,0.23529412,0.1764706,0.0,0.1764706,0.05882353,0.1764706,0.1764706,0.29411766,0.3529412,0.4117647,0.29411766
189,0.2962963,0.2962963,0.074074075,0.22222222,0.11111111,0.22222222,0.22222222,0.14814815,0.18518518,0.22222222,0.25925925
190,0.2857143,0.23809524,0.0,0.1904762,0.0,0.1904762,0.23809524,0.1904762,0.0952381,0.1904762,0.23809524
191,0.22727273,0.27272728,0.09090909,0.27272728,0.0,0.27272728,0.27272728,0.22727273,0.22727273,0.27272728,0.36363637
192,0.14864865,0.13513513,0.054054055,0.0945946,0.067567565,0.0945946,0.0945946,0.10810811,0.067567565,0.10810811,0.13513513
193,0.2857143,0.42857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.42857143
194,0.33333334,0.33333334,0.33333334,0.5,0.33333334,0.5,0.5,0.33333334,0.16666667,0.33333334,0.33333334
195,0.059322033,0.033898305,0.025423728,0.050847456,0.025423728,0.042372882,0.059322033,0.033898305,0.033898305,0.033898305,0.042372882
196,0.31578946,0.36842105,0.15789473,0.42105263,0.2631579,0.36842105,0.31578946,0.36842105,0.21052632,0.36842105,0.31578946
197,0.4,0.25,0.0,0.1,0.0,0.15,0.15,0.2,0.2,0.1,0.2
198,0.13157895,0.13157895,0.078947365,0.078947365,0.078947365,0.078947365,0.078947365,0.13157895,0.078947365,0.10526316,0.10526316
199,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
200,0.16666667,0.16666667,0.33333334,0.33333334,0.33333334,0.16666667,0.33333334,0.16666667,0.16666667,0.0,0.16666667
201,0.0,0.33333334,0.0,0.33333334,0.0,0.33333334,0.33333334,0.33333334,0.0,0.33333334,0.0
202,0.5555556,0.5555556,0.0,0.11111111,0.0,0.11111111,0.22222222,0.33333334,0.33333334,0.44444445,0.6666667
203,0.22222222,0.22222222,0.11111111,0.25,0.16666667,0.22222222,0.22222222,0.22222222,0.16666667,0.1388889,0.16666667
204,0.35714287,0.35714287,0.071428575,0.21428572,0.0,0.21428572,0.21428572,0.14285715,0.14285715,0.21428572,0.35714287
205,0.6,0.5,0.4,0.5,0.0,0.5,0.5,0.5,0.5,0.3,0.4
206,0.25,0.25,0.06818182,0.27272728,0.1590909,0.22727273,0.22727273,0.22727273,0.1590909,0.20454545,0.25
207,0.44444445,0.44444445,0.22222222,0.33333334,0.22222222,0.33333334,0.33333334,0.33333334,0.33333334,0.0,0.44444445
208,0.71428573,0.71428573,0.14285715,0.2857143,0.2857143,0.2857143,0.2857143,0.71428573,0.42857143,0.2857143,0.5714286
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.5,0.5,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.5
211,0.23809524,0.1904762,0.1904762,0.2857143,0.2857143,0.23809524,0.23809524,0.14285715,0.0952381,0.14285715,0.14285715
212,0.20689656,0.2413793,0.06896552,0.13793103,0.10344828,0.13793103,0.10344828,0.2413793,0.20689656,0.1724138,0.2413793
213,0.23809524,0.1904762,0.14285715,0.1904762,0.0,0.14285715,0.14285715,0.14285715,0.2857143,0.04761905,0.23809524
214,0.13432837,0.104477614,0.029850746,0.104477614,0.014925373,0.08955224,0.07462686,0.07462686,0.05970149,0.014925373,0.13432837
215,0.14285715,0.2857143,0.0,0.14285715,0.14285715,0.0,0.0,0.0,0.2857143,0.14285715,0.14285715
216,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
217,0.16666667,0.16666667,0.033333335,0.1,0.06666667,0.1,0.1,0.06666667,0.13333334,0.06666667,0.13333334
218,0.33333334,0.33333334,0.16666667,0.33333334,0.25,0.25,0.33333334,0.25,0.083333336,0.083333336,0.33333334
219,0.2,0.17142858,0.114285715,0.25714287,0.25714287,0.22857143,0.22857143,0.17142858,0.14285715,0.114285715,0.17142858
220,0.18181819,0.18181819,0.09090909,0.18181819,0.18181819,0.18181819,0.09090909,0.09090909,0.09090909,0.18181819,0.09090909
221,0.625,0.5,0.0,0.375,0.0,0.375,0.25,0.25,0.375,0.375,0.625
222,0.12903225,0.16129032,0.032258064,0.19354838,0.19354838,0.22580644,0.22580644,0.19354838,0.16129032,0.2580645,0.16129032
223,0.6666667,0.6666667,0.33333334,0.33333334,0.33333334,0.33333334,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667
224,0.16666667,0.16666667,0.0,0.16666667,0.0,0.16666667,0.16666667,0.16666667,0.16666667,0.33333334,0.16666667
225,0.15555556,0.17777778,0.11111111,0.17777778,0.11111111,0.17777778,0.17777778,0.17777778,0.15555556,0.08888889,0.15555556
226,0.36363637,0.27272728,0.09090909,0.09090909,0.09090909,0.18181819,0.18181819,0.18181819,0.09090909,0.27272728,0.36363637
227,0.33333334,0.33333334,0.0,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.33333334,0.33333334,0.33333334
228,0.42857143,0.42857143,0.35714287,0.35714287,0.35714287,0.35714287,0.42857143,0.2857143,0.21428572,0.2857143,0.42857143
229,0.5,0.5,0.0,0.125,0.0,0.125,0.125,0.125,0.375,0.25,0.625
230,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4
231,0.14285715,0.0,0.2857143,0.2857143,0.14285715,0.14285715,0.2857143,0.14285715,0.0,0.0,0.2857143
232,0.71428573,0.5714286,0.2857143,0.5714286,0.0,0.42857143,0.2857143,0.2857143,0.5714286,0.14285715,0.5714286
